EAN,Id,Title,Description,Availability,Condition,Stock,Price,Sale_Price,Shipping_price,Size,Color,Image_Link,Product_Type,Brand,Link
8806090606175,WD80T554DBW/S3,"WD80T554DBW, M&aacute;q. Lavar e Secar, Add Wash, 8kg","Desfrute de limpeza eficiente, mesmo a baixas temperaturas* com a tecnologia Eco Bubble&trade;. O detergente &eacute; transformado em espuma, para penetrar rapidamente nos tecidos e remover a sujidade facilmente, enquanto poupa energia e protege as cores e texturas** dos tecidos.",in stock,new,,924.90 EUR,689.00 EUR,0.0 EUR,8 + 5 kg,Branco,https://images.samsung.com/is/image/samsung/pt-combo-wd80t554dbws3-wd80t554dbw-s3-frontwhite-319885622?$ORIGIN_PNG$,Produtos | Maquina de roupa | Produtos | Eletrodomesticos | Maquina de roupa,Samsung,https://shop.samsung.com/pt/Products/Washing-machine/WD80T554DBW%2C-M%C3%A1q-Lavar-e-Secar%2C-Add-Wash%2C-8kg/p/WD80T554DBW/S3
8806090805967,VC07K41E0VL/EP,VC07K41E0VL Aspirador Sem Saco,"O aspirador Cyclone Force&trade; tem uma grelha na turbina para evitar o enrolamento causado por poeiras e pelos, mantendo assim o desempenho de limpeza.",in stock,new,,139.90 EUR,129.90 EUR,0.0 EUR,,Laranja,https://images.samsung.com/is/image/samsung/p6pim/pt/vc07k41e0vl-ep/gallery/pt-vc4100k-canister-with-more-consistent-suction-without-tangles-vc07k41e0vl-ep-396625326?$ORIGIN_PNG$,Produtos | Aspirador | Aspirador sem saco | Produtos | Eletrodomesticos | Aspirador | Aspirador sem saco,Samsung,https://shop.samsung.com/pt/Products/Vacuum-Cleaner/WITHOUT-BAG/VC07K41E0VL-Aspirador-Sem-Saco/p/VC07K41E0VL/EP
8806090665738,DV80TA020TE/EP,"DV80TA020TE, Secador de Roupa, 8kg",Escolha a dire&ccedil;&atilde;o de abertura da porta* para se enquadrar na disposi&ccedil;&atilde;o da sua casa. Mude simplesmente o lado para o qual a porta abre para se encaixar na localiza&ccedil;&atilde;o pretendida. E a porta &eacute; transparente* para que possa verificar facilmente o interior. ,in stock,new,,729.89 EUR,559.00 EUR,0.0 EUR,8 kg,White,https://images.samsung.com/is/image/samsung/p6pim/pt/dv80ta020te-ep/gallery/pt-dryer-dv90ta240aeet-374783-dv80ta020te-ep-384215492?$ORIGIN_PNG$,Produtos | Maquina de roupa | Maquinas de secar roupa | Produtos | Eletrodomesticos | Maquina de roupa | Maquinas de secar roupa,Samsung,https://shop.samsung.com/pt/Products/Washing-machine/M%C3%A1quinas-de-secar-roupa/DV80TA020TE%2C-Secador-de-Roupa%2C-8kg/p/DV80TA020TE/EP
8806090665479,DV70TA000TE/EP,"DV70TA000TE, Secador de Roupa, 7kg",Escolha a dire&ccedil;&atilde;o de abertura da porta* para se enquadrar na disposi&ccedil;&atilde;o da sua casa. Mude simplesmente o lado para o qual a porta abre para se encaixar na localiza&ccedil;&atilde;o pretendida. E a porta &eacute; transparente* para que possa verificar facilmente o interior. ,in stock,new,,679.89 EUR,539.00 EUR,0.0 EUR,7 kg,White,https://images.samsung.com/is/image/samsung/p6pim/pt/dv70ta000te-ep/gallery/pt-dryer-dv90ta240aeet-dv70ta000te-ep-384165467?$ORIGIN_PNG$,Produtos | Maquina de roupa | Maquinas de secar roupa | Produtos | Eletrodomesticos | Maquina de roupa | Maquinas de secar roupa,Samsung,https://shop.samsung.com/pt/Products/Washing-machine/M%C3%A1quinas-de-secar-roupa/DV70TA000TE%2C-Secador-de-Roupa%2C-7kg/p/DV70TA000TE/EP
8806090605185,WD90TA046BE/EP,"WD90TA046BE, M&aacute;q. Lavar e Secar, EcoBubble, 9kg","Desfrute de limpeza eficiente, mesmo a baixas temperaturas* com a tecnologia Eco Bubble&trade;. O detergente &eacute; transformado em espuma, para penetrar rapidamente nos tecidos e remover a sujidade facilmente, enquanto poupa energia e protege as cores e texturas** dos tecidos.",preorder,new,,879.91 EUR,699.00 EUR,0.0 EUR,9 + 6 kg,Branco,https://images.samsung.com/is/image/samsung/pt-combo-wd70ta046be-wd90ta046be-ep-frontwhite-319885944?$ORIGIN_PNG$,Produtos | Maquina de roupa | Produtos | Eletrodomesticos | Maquina de roupa,Samsung,https://shop.samsung.com/pt/Products/Washing-machine/WD90TA046BE%2C-M%C3%A1q-Lavar-e-Secar%2C-EcoBubble%2C-9kg/p/WD90TA046BE/EP
8806090805974,VS15T7031R1/EP,VS15T7031R1 Aspirador Vertical,"Limpeza eficiente de v&aacute;rios tipos de ch&atilde;o, com um aspirador vertical sem fios de baixo peso e alto desempenho. O Motor Digital Inverter gera uma pot&ecirc;ncia de suc&ccedil;&atilde;o de at&eacute; 150W*. O design aerodin&acirc;mico do sistema de circula&ccedil;&atilde;o de ar otimiza o fluxo de ar, enquanto o sistema de filtragem multi-cicl&oacute;nico ret&eacute;m finas part&iacute;culas de p&oacute;.",in stock,new,,399.00 EUR,299.00 EUR,0.0 EUR,,Menta,https://images.samsung.com/is/image/samsung/p6pim/pt/vs15t7031r1-ep/gallery/pt-stick-handy-vs15t7036r5-329185-vs15t7031r1-ep-396678733?$ORIGIN_PNG$,Produtos | Aspirador | Aspirador Vertical | Produtos | Eletrodomesticos | Aspirador | Aspirador Vertical,Samsung,https://shop.samsung.com/pt/Comom/VC-%3A-VacuumCleaner/VS15T7031R1-Aspirador-Vertical/p/VS15T7031R1/EP
8806090963865,SM-A326BZKVEUB,Galaxy A32 5G,   &#12644;,in stock,new,,329.90 EUR,259.90 EUR,0.0 EUR,128 GB,Awesome Black,https://images.samsung.com/is/image/samsung/p6pim/pt/sm-a326bzkveub/gallery/pt-galaxy-a32-5g-a326-sm-a326bzkveub-395461978?$ORIGIN_PNG$,Produtos | Smartphones | Galaxy A Series,Samsung,https://shop.samsung.com/pt/Products/Smartphones/Galaxy-A-Series/Galaxy-A32-5G/p/SM-A326BZKVEUB
8806092055957,SM-A526BZBHEUB,Galaxy A52 5G,   &#12644;,out of stock,new,,509.90 EUR,389.90 EUR,0.0 EUR,256 GB,Awesome Blue,https://images.samsung.com/is/image/samsung/p6pim/pt/galaxy-a52/gallery/pt-galaxy-a52-5g-a526-sm-a526bzbheub-400352303?$ORIGIN_PNG$,Produtos | Smartphones | Galaxy A Series,Samsung,https://shop.samsung.com/pt/Products/Smartphones/Galaxy-A-Series/Galaxy-A52-5G/p/SM-A526BZBHEUB
8806092082649,SM-A325FZKGEUB,Galaxy A32,"Desfrute de um movimento fluido e de um agrad&aacute;vel design com o One UI. Otimizado para qualquer tamanho de ecr&atilde;, permite-lhe concentrar-se no que realmente importa de uma maneira mais pr&aacute;tica e intuitiva. O One UI permite-lhe personalizar o seu telem&oacute;vel &agrave; sua maneira e, assim, tirar maior partido da sua experi&ecirc;ncia Galaxy.",in stock,new,,299.90 EUR,239.90 EUR,0.0 EUR,128 GB,Awesome Black,https://images.samsung.com/is/image/samsung/p6pim/pt/sm-a325fzkgeub/gallery/pt-galaxy-a32-a325-sm-a325fzkgeub-404116352?$ORIGIN_PNG$,Produtos | Smartphones | Galaxy A Series,Samsung,https://shop.samsung.com/pt/Products/Smartphones/Galaxy-A-Series/Galaxy-A32/p/SM-A325FZKGEUB
8806092182165,LS32AM700URXEN,"32&quot; M70A UHD Smart Monitor com USB-C, colunas incorporadas e telecomando","Um monitor que se adapta a todas as suas necessidades. Trabalhe sem PC, atrav&eacute;s do Microsoft Office 365 que j&aacute; vem instalado e acedendo remotamente ao computador do trabalho. Quando chegar o momento de descansar, desfrute do sistema de entretenimento integrado.",out of stock,new,,399.00 EUR,269.99 EUR,0.0 EUR,32&quot;,Black,https://images.samsung.com/is/image/samsung/p6pim/pt/ls32am700urxen/gallery/pt-smart-m7-32m70a-378404-ls32am700urxen-399696010?$ORIGIN_PNG$,Produtos | Monitores | Smart Monitors | Produtos | IT | Monitores | Smart Monitors,Samsung,https://shop.samsung.com/pt/Products/Monitors/Smart-Monitors/32%22-M70A-UHD-Smart-Monitor-com-USB-C%2C-colunas-incorporadas-e-telecomando/p/LS32AM700URXEN
8806092182127,LS32AM500NRXEN,M50A FHD Smart Monitor com colunas incorporadas e telecomando,"Um monitor que se adapta a todas as suas necessidades. Trabalhe sem PC, atrav&eacute;s do Microsoft Office 365 que j&aacute; vem instalado e acedendo remotamente ao computador do trabalho. Quando chegar o momento de descansar, desfrute do sistema de entretenimento integrado.",out of stock,new,,299.00 EUR,254.99 EUR,0.0 EUR,32&quot;,Black,https://images.samsung.com/is/image/samsung/p6pim/pt/ls32am500nrxen/gallery/pt-smart-m5-32m50a-378417-ls32am500nrxen-399698066?$ORIGIN_PNG$,Produtos | Monitores | Smart Monitors | Produtos | IT | Monitores | Smart Monitors,Samsung,https://shop.samsung.com/pt/Products/Monitors/Smart-Monitors/M50A-FHD-Smart-Monitor-com-colunas-incorporadas-e-telecomando/p/LS32AM500NRXEN
8806090986666,QE55QN85AATXXC,QN85A Smart 4K NEO QLED TV 2021,,in stock,new,,1599.98 EUR,999.99 EUR,0.0 EUR,55&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe55qn85aatxxc/gallery/pt-neo-qled-qn85a-qe55qn85aatxxc-401639627?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/Neo-QLED/QN85A-Smart-4K-NEO-QLED-TV-2021/p/QE55QN85AATXXC
8806090979927,QE75QN85AATXXC,QN85A Smart 4K NEO QLED TV 2021,,in stock,new,,3599.99 EUR,2799.00 EUR,0.0 EUR,75&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75qn85aatxxc/gallery/pt-qled-tv-qe75qn85aatxxc-front-silver-457274279?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/Neo-QLED/QN85A-Smart-4K-NEO-QLED-TV-2021/p/QE75QN85AATXXC
8806090979934,QE85QN85AATXXC,QN85A Smart 4K NEO QLED TV 2021,,in stock,new,,4799.99 EUR,3799.00 EUR,0.0 EUR,85&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe85qn85aatxxc/gallery/pt-qled-tv-qe85qn85aatxxc-front-silver-457274994?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/Neo-QLED/QN85A-Smart-4K-NEO-QLED-TV-2021/p/QE85QN85AATXXC
8806092020368,QE65QN800ATXXC,QN800A Smart 8K NEO QLED TV 2021,,in stock,new,,3999.98 EUR,2499.00 EUR,0.0 EUR,65&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65qn800atxxc/gallery/pt-neo-qled-8k-qn800a-qe65qn800atxxc-401640462?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/QN800A-Smart-8K-NEO-QLED-TV-2021/p/QE65QN800ATXXC
8806092020313,QE65QN95AATXXC,QN95A Smart 4K NEO QLED TV 2021,,in stock,new,,2999.99 EUR,1849.00 EUR,0.0 EUR,65&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65qn95aatxxc/gallery/pt-qled-tv-qe65qn95aatxxc-front-silver-462379963?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/QN95A-Smart-4K-NEO-QLED-TV-2021/p/QE65QN95AATXXC
8806092020344,QE85QN900ATXXC,QN900A Smart 8K NEO QLED TV 2021,,in stock,new,,11999.99 EUR,8999.00 EUR,0.0 EUR,85&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe85qn900atxxc/gallery/pt-qled-tv-qe85qn900atxxc-front-silver-457136417?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/QN900A-Smart-8K-NEO-QLED-TV-2021/p/QE85QN900ATXXC
8806090979910,QE65QN85AATXXC,QN85A Smart 4K NEO QLED TV 2021,,in stock,new,,2499.99 EUR,1499.00 EUR,0.0 EUR,65&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65qn85aatxxc/gallery/pt-qled-tv-qe65qn85aatxxc-front-silver-457274214?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Products/TV/Neo-QLED/QN85A-Smart-4K-NEO-QLED-TV-2021/p/QE65QN85AATXXC
8806092020405,QE75QN800ATXXC,QN800A Smart 8K NEO QLED TV 2021,,in stock,new,,5999.99 EUR,3999.00 EUR,0.0 EUR,75&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75qn800atxxc/gallery/pt-qled-tv-qe75qn800atxxc-front-silver-457250399?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/QN800A-Smart-8K-NEO-QLED-TV-2021/p/QE75QN800ATXXC
8806092020436,QE85QN800ATXXC,QN800A Smart 8K NEO QLED TV 2021,,in stock,new,,7499.99 EUR,5999.00 EUR,0.0 EUR,85&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe85qn800atxxc/gallery/pt-qled-tv-qe85qn800atxxc-front-silver-457250653?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/QN800A-Smart-8K-NEO-QLED-TV-2021/p/QE85QN800ATXXC
8806092017337,QE55QN95AATXXC,QN95A Smart 4K NEO QLED TV 2021,,in stock,new,,2199.99 EUR,1399.00 EUR,0.0 EUR,55&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe55qn95aatxxc/gallery/pt-neo-qled-qn95a-qe55qn95aatxxc-401639975?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/QN95A-Smart-4K-NEO-QLED-TV-2021/p/QE55QN95AATXXC
8806092020429,QE75QN900ATXXC,QN900A Smart 8K NEO QLED TV 2021,,in stock,new,,7999.99 EUR,4999.00 EUR,0.0 EUR,75&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75qn900atxxc/gallery/pt-qled-tv-qe75qn900atxxc-front-silver-457136365?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/QN900A-Smart-8K-NEO-QLED-TV-2021/p/QE75QN900ATXXC
8806092019881,QE75QN95AATXXC,QN95A Smart 4K NEO QLED TV 2021,,in stock,new,,4499.99 EUR,2999.00 EUR,0.0 EUR,75&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75qn95aatxxc/gallery/pt-qled-tv-qe75qn95aatxxc-front-silver-462714778?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/QN95A-Smart-4K-NEO-QLED-TV-2021/p/QE75QN95AATXXC
8806092020382,QE65QN900ATXXC,QN900A Smart 8K NEO QLED TV 2021,,in stock,new,,5499.99 EUR,3499.00 EUR,0.0 EUR,65&quot;,Silver,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65qn900atxxc/gallery/pt-neo-qled-8k-qn900a-qe65qn900atxxc-401641208?$ORIGIN_PNG$,Produtos | TV | PROMO ELEVEN,Samsung,https://shop.samsung.com/pt/Comom/CTV-%3A-Color-TV/QN900A-Smart-8K-NEO-QLED-TV-2021/p/QE65QN900ATXXC
8806090605192,WD90TA046BX/EP,"WD90TA046BX, M&aacute;q. Lavar e Secar, EcoBubble, 9kg","Desfrute de limpeza eficiente, mesmo a baixas temperaturas* com a tecnologia Eco Bubble&trade;. O detergente &eacute; transformado em espuma, para penetrar rapidamente nos tecidos e remover a sujidade facilmente, enquanto poupa energia e protege as cores e texturas** dos tecidos.",in stock,new,,999.90 EUR,799.00 EUR,0.0 EUR,9 + 6 kg,Cinzento Platina,https://images.samsung.com/is/image/samsung/pt-combo-wd70ta046bx-wd90ta046bx-ep-frontplatinumsilver-319904764?$ORIGIN_PNG$,Produtos | Maquina de roupa | EcoBubble | Produtos | Eletrodomesticos | Maquina de roupa | EcoBubble,Samsung,https://shop.samsung.com/pt/Products/Washing-machine/EcoBubble%E2%84%A2/WD90TA046BX%2C-M%C3%A1q-Lavar-e-Secar%2C-EcoBubble%2C-9kg/p/WD90TA046BX/EP
8806090562778,RB34T672DWW/EF,"RB34T672DWW, Combinado Space Max, 344L, D","Armazene mais alimentos num frigor&iacute;fico com capacidade at&eacute; 385 litros *, mantendo uma profundidade padr&atilde;o de 600 mm, que se alinha perfeitamente com seus arm&aacute;rios. O isolamento de alta efici&ecirc;ncia da tecnologia SpaceMax&trade; torna as paredes muito mais finas. Assim, cria mais espa&ccedil;o de armazenamento no interior, sem alterar as dimens&otilde;es exteriores.",in stock,new,,769.89 EUR,599.00 EUR,0.0 EUR,340 L,Branco,https://images.samsung.com/is/image/samsung/p6pim/pt/rb34t672dww-ef/gallery/pt-rb7300t-375523-rb34t672dww-ef-387266668?$ORIGIN_PNG$,Produtos | Frigorificos | Frigorificos Combinados | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Combinados,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Combinados/RB34T672DWW%2C-Combinado-Space-Max%2C-344L%2C-D/p/RB34T672DWW/EF
8806090561528,RB34T671DS9/EF,"RB34T671DS9, Combinado Space Max 344L, D","Armazene mais alimentos num frigor&iacute;fico com capacidade at&eacute; 385 litros *, mantendo uma profundidade padr&atilde;o de 600 mm, que se alinha perfeitamente com seus arm&aacute;rios. O isolamento de alta efici&ecirc;ncia da tecnologia SpaceMax&trade; torna as paredes muito mais finas. Assim, cria mais espa&ccedil;o de armazenamento no interior, sem alterar as dimens&otilde;es exteriores.",in stock,new,,839.91 EUR,629.00 EUR,0.0 EUR,344L,Inox Refinado,https://images.samsung.com/is/image/samsung/p6pim/pt/rb34t671ds9-ef/gallery/pt-rb7300t-372811-rb34t671ds9-ef-375130865?$ORIGIN_PNG$,Produtos | Frigorificos | Frigorificos Combinados | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Combinados,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Combinados/RB34T671DS9%2C-Combinado-Space-Max-344L%2C-D/p/RB34T671DS9/EF
8806086725194,RB30J3000WW/EF,"RB30J3000WW Combinado No frost, 321 L, F","Experimente um novo n&iacute;vel de organiza&ccedil;&atilde;o e conveni&ecirc;ncia com o frigor&iacute;fico que maximiza o seu espa&ccedil;o.
",in stock,new,,579.90 EUR,569.00 EUR,0.0 EUR,311 L,Branco,https://images.samsung.com/is/image/samsung/pt-rb30j3000ww-bottom-mount-freezer-with-no-frost-rb30j3000ww-ef-frontwhite-237162951?$ORIGIN_PNG$,Produtos | Frigorificos | Frigorificos Combinados | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Combinados,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Combinados/RB30J3000WW-Combinado-No-frost%2C-321-L%2C-F/p/RB30J3000WW/EF
8806090562136,RB38T676CS9/EF,"RB38T676CS9, Combinado Space Max 390L, C","Armazene mais alimentos num frigor&iacute;fico com capacidade at&eacute; 385 litros *, mantendo uma profundidade padr&atilde;o de 600 mm, que se alinha perfeitamente com seus arm&aacute;rios. O isolamento de alta efici&ecirc;ncia da tecnologia SpaceMax &trade; torna as paredes muito mais finas. Assim, cria mais espa&ccedil;o de armazenamento no interior, sem alterar as dimens&otilde;es exteriores.",in stock,new,,1079.90 EUR,879.00 EUR,0.0 EUR,385 L,Inox Refinado,https://images.samsung.com/is/image/samsung/p6pim/pt/rb38t676cs9-ef/gallery/pt-rb7300t-366901-rb38t676cs9-ef-362786256?$ORIGIN_PNG$,Produtos | Frigorificos | Frigorificos Combinados | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Combinados,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Combinados/RB38T676CS9%2C-Combinado-Space-Max-390L%2C-C/p/RB38T676CS9/EF
8806090397318,MG28F303TAK/EC,"MG28F303TAK Micro-ondas com Grill, 28L","Substitua alimentos pr&eacute;-cozinhados por refei&ccedil;&otilde;es caseiras saud&aacute;veis, gra&ccedil;as ao micro-ondas Samsung MG28F303TAK. Com 20 modos de cozedura  predefinidos, pode preparar alimentos frescos em minutos.",in stock,new,,199.90 EUR,164.90 EUR,0.0 EUR,,Preto,https://images.samsung.com/is/image/samsung/pt-microwave-oven-grill--mg28f303tak-ec-frontblack-217306575?$ORIGIN_PNG$,Produtos | Eletrodomesticos | Encastre,Samsung,https://shop.samsung.com/pt/Comom/MWO-%3A-MicroWaveOven/MG28F303TAK-Micro-ondas-com-Grill%2C-28L/p/MG28F303TAK/EC
8806090606250,WW10T534DAW/S3,"WW10T534DAW, M&aacute;q. Lavar Roupa, Dispensador, 10.5kg","Desfrute de limpeza eficiente, mesmo a baixas temperaturas* com a tecnologia Eco Bubble&trade;. O detergente &eacute; transformado em espuma, para penetrar rapidamente nos tecidos e remover a sujidade facilmente, enquanto poupa energia e protege as cores e texturas** dos tecidos.",in stock,new,,769.89 EUR,599.00 EUR,0.0 EUR,10.5 kg,Branco,https://images.samsung.com/is/image/samsung/p6pim/pt/ww10t534daw-s3/gallery/pt-front-loading-washer-ww10t534daws1-376280-ww10t534daw-s3-391119159?$ORIGIN_PNG$,Produtos | Maquina de roupa | Produtos | Eletrodomesticos | Maquina de roupa,Samsung,https://shop.samsung.com/pt/Products/Washing-machine/WW10T534DAW%2C-M%C3%A1q-Lavar-Roupa%2C-Dispensador%2C-10-5kg/p/WW10T534DAW/S3
8806090798375,RS68A8822S9/EF,"RS68A8822S9 Side By Side com Sistema Twin Cooling Plus 634L, D",&amp;lt;spam&amp;gt;,in stock,new,,1999.89 EUR,1599.00 EUR,0.0 EUR,634 L,Inox Refinado,https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8822s9-ef/gallery/pt-rs8000nc-8-378788-rs68a8822s9-ef-400461923?$ORIGIN_PNG$,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,https://shop.samsung.com/pt/Products/Refrigerators/Frigor%C3%ADficos-Side-by-Side/RS68A8822S9-Side-By-Side-com-Sistema-Twin-Cooling-Plus-634L%2C-D/p/RS68A8822S9/EF
8806090379956,VG-SCFT75BE/XC,Moldura The Frame 75&quot;,,in stock,new,,99.99 EUR,99.99 EUR,0.0 EUR,,Bege,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75be-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75be-xc-404224186?$ORIGIN_PNG$,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-75%22/p/VG-SCFT75BE/XC
8806090379857,VG-SCFT75BL/XC,Moldura The Frame 75&quot;,,in stock,new,,99.99 EUR,99.99 EUR,0.0 EUR,,Preta,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75bl-xc-404224203?$ORIGIN_PNG$,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-75%22/p/VG-SCFT75BL/XC
8806090379963,VG-SCFT75BW/XC,Moldura The Frame 75&quot;,,in stock,new,,99.99 EUR,99.99 EUR,0.0 EUR,,Castanha,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75bw-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75bw-xc-404224220?$ORIGIN_PNG$,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-75%22/p/VG-SCFT75BW/XC
8806090379970,VG-SCFT75WT/XC,Moldura The Frame 75&quot;,,in stock,new,,99.99 EUR,99.99 EUR,0.0 EUR,,Branca,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft75wt-xc/gallery/pt-customizable-frame-vg-scft-vg-scft75wt-xc-404224237?$ORIGIN_PNG$,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-75%22/p/VG-SCFT75WT/XC
8806090379796,VG-SCFT50BE/XC,Moldura The Frame 50&quot;,,in stock,new,,99.99 EUR,99.99 EUR,0.0 EUR,,Bege,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft50be-xc/gallery/pt-customizable-frame-vg-scft-381397-vg-scft50be-xc-409773312?$ORIGIN_PNG$,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-50%22/p/VG-SCFT50BE/XC
8806090460357,VG-SCFT32BE/XC,Moldura The Frame 32&quot;,,in stock,new,,79.99 EUR,79.99 EUR,0.0 EUR,,Bege,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft32be-xc/gallery/pt-customizable-frame-vg-scft32-vg-scft32be-xc-409849284?$ORIGIN_PNG$,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-32%22/p/VG-SCFT32BE/XC
8806090379765,VG-SCFT43BE/XC,Moldura The Frame 43&quot;,,in stock,new,,99.99 EUR,99.99 EUR,0.0 EUR,,Bege,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft43be-xc/gallery/pt-customizable-frame-vg-scft-381394-vg-scft43be-xc-409740213?$ORIGIN_PNG$,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-43%22/p/VG-SCFT43BE/XC
8806090379840,VG-SCFT55BL/XC,Moldura The Frame 55&quot;,,in stock,new,,99.99 EUR,99.99 EUR,0.0 EUR,,Preta,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft55bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft55bl-xc-404224067?$ORIGIN_PNG$,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-55%22/p/VG-SCFT55BL/XC
8806090379802,VG-SCFT50BL/XC,Moldura The Frame 50&quot;,,in stock,new,,99.99 EUR,99.99 EUR,0.0 EUR,,Preta,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft50bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft50bl-xc-404223999?$ORIGIN_PNG$,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-50%22/p/VG-SCFT50BL/XC
8806090420900,VG-SCFT43BW/XC,Moldura The Frame 43&quot;,,in stock,new,,99.99 EUR,99.99 EUR,0.0 EUR,,Castanha,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft43bw-xc/gallery/pt-customizable-frame-vg-scft-381394-381394-vg-scft43bw-xc-445674415?$ORIGIN_PNG$,Produtos | Accessories | TV Accessorios,Samsung,https://shop.samsung.com/pt/Products/Accessories/TV-Accessories/Moldura-The-Frame-43%22/p/VG-SCFT43BW/XC
